#,作者,账号,时间,原文,回复,转发,点赞,浏览,链接
268,will depue,@willdepue,2026-03-15T21:05:25.000Z,"the learning algorithm for AI is incredibly elegant and simple, but its rewards are messy and complex

likely: the learning algorithm of the brain is incredibly elegant and simple, the rewards   are messy and complex",7,3,138,9407,https://x.com/willdepue/status/2033288482735653240
269,Jason Wolfe,@w01fe,2026-03-15T21:59:29.000Z,"https://
mitpressbookstore.mit.edu/book/978006328
6351
… talks about how the cortical learning algorthm is likely simple and evolution has largely pushed it to do more by using structural priors (in brain region wiring) plus curricula",1,,9,559,https://x.com/w01fe/status/2033302088336474575
270,will depue,@willdepue,2026-03-15T22:05:08.000Z,i’ve been meaning to read this! currently on:,1,,5,400,https://x.com/willdepue/status/2033303510557823427
271,will depue,@willdepue,2026-03-15T21:58:49.000Z,sinners is one of the worst movies i have ever seen,33,5,271,36701,https://x.com/willdepue/status/2033301920497217949
272,Kevin Weil,@kevinweil,2026-03-15T20:57:36.000Z,This is the right take.,9,9,331,14755,https://x.com/kevinweil/status/2033286513904226568
273,Jerry Tworek,@MillionInt,2026-03-15T20:00:25.000Z,There are markets and exchanges everywhere for those with eyes to see,8,5,150,9169,https://x.com/MillionInt/status/2033272122861289809
274,Thariq,@trq212,2026-03-15T17:55:09.000Z,"""I'll just open twitter once before starting my Sunday morning""",48,21,931,37341,https://x.com/trq212/status/2033240602079563925
275,will depue,@willdepue,2026-03-15T16:49:42.000Z,"tlon, uqbar, orbius tertius",2,1,59,13667,https://x.com/willdepue/status/2033224129143599406
276,varepsilon,@var_epsilon,2026-03-15T14:49:09.000Z,linkedin is on another level entirely,83,49,2400,231257,https://x.com/var_epsilon/status/2033193793097236706
277,Boris Cherny,@bcherny,2026-03-15T15:40:00.000Z,Oh this is a cool idea actually,46,7,972,68491,https://x.com/bcherny/status/2033206590120009949
278,Thariq,@trq212,2026-03-15T16:39:24.000Z,change cwd tool when,4,,56,7433,https://x.com/trq212/status/2033221538175180895
279,Noah Zweben,@noahzweben,2026-03-15T16:34:45.000Z,Double or nothing!!,2,1,88,6534,https://x.com/noahzweben/status/2033220367301460419
280,Will Bryk,@WilliamBryk,2026-03-15T05:59:38.000Z,"one has to be very careful when observing an exponentially improving technology. It certainly has produced many useful things already, but you are correct that those things might noticeably have only affected, say, 0.1% of the software economy.

But then the next month it's 0.2%",,2,31,4596,https://x.com/WilliamBryk/status/2033060534594187611
281,Tibo,@thsottiaux,2026-03-15T15:00:43.000Z,"Working at OpenAI is fun because questioning everything and taking risks is part of the culture. Within Codex, the team asks itself how we could make it an order of magnitude better every few months and then sets most things aside to go and do it across the entire stack. Some",232,86,2400,280603,https://x.com/thsottiaux/status/2033196703692820549
282,Greg Brockman,@gdb,2026-03-15T09:45:43.000Z,"if you can imagine it, you can build it",989,1400,9100,508349,https://x.com/gdb/status/2033117428696457669
283,Daniel Jeffries,@Dan_Jeffries1,2026-03-14T13:51:12.000Z,"I solved a problem with GPT that my doctor could not solve for YEARS. I was getting constantly sick to my stomach.

Saw her a dozen times during that time. Saw specialists.

Had an endoscopy (fun). Tried all kinds of different medicines. Different diets. Blood tests. Nothing",223,620,5300,386900,https://x.com/Dan_Jeffries1/status/2032816821976326287
284,Greg Brockman,@gdb,2026-03-15T08:01:00.000Z,"“The more you use AI, the more confident you’ll become in leveraging those tools”",174,95,1100,218637,https://x.com/gdb/status/2033091077964730696
285,Anthony Morris ツ,@amorriscode,2026-03-15T06:01:10.000Z,"go see Astronaut Ken in IMAX, so good",9,,68,4951,https://x.com/amorriscode/status/2033060920545652874
286,sam mcallister,@sammcallister,2026-03-14T11:56:59.000Z,Three years ago today.,32,96,1200,101907,https://x.com/sammcallister/status/2032788075760308670
287,Peter Kyle,@peterkyle,2026-03-19T08:05:50.000Z,"Steel used in Britain should be made in Britain.

Our new steel strategy makes more of that possible.",31,16,40,6246,https://x.com/peterkyle/status/2034541844944622023
288,Ben Tossell,@bentossell,2026-03-19T07:48:34.000Z,or ya kno...just toggle the settings in the app,1,,,643,https://x.com/bentossell/status/2034537500731949094
289,Grace Isford,@graceisford,2026-03-19T04:51:53.000Z,"Awesome to bring together 
@Lux_Capital
 friends in Tokyo w/ 
@james_riney
 
@coral_capital
 

Discussed importance of BUILDING with Japan
 Critical supply chains partnering w/ US cos 
@anduriltech
 
@AppliedInt
 
 Sovereign AI lab 
@SakanaAILabs
 
 Global ambition - the next SONY!",,3,26,2773,https://x.com/graceisford/status/2034493036005335335
290,Amjad Masad,@amasad,2026-03-18T06:05:52.000Z,This was so controversial to say last year. Now it’s basically a fact—they’re adding to the Python stdlib.,181,1000,10000,474254,https://x.com/amasad/status/2034149267871567921
291,Amjad Masad,@amasad,2026-03-19T06:40:11.000Z,Yup,3,1,37,4663,https://x.com/amasad/status/2034520291049975903
292,Beff (e/acc),@beffjezos,2026-03-19T06:02:23.000Z,"Good thing I've been anticipating this war for 4 years now.

Energy-efficient AI chips with an alternative supply chain will save the day.",8,1,36,2948,https://x.com/beffjezos/status/2034510776501928342
293,hardmaru,@hardmaru,2026-03-19T05:25:22.000Z,"Building AI agents for real world banking workflows is incredibly difficult. It requires structuring the implicit knowledge of veteran bankers.

We just published a behind the scenes look at how our Applied Team built the MUFG AI Lending Expert. They explain how we adapted",2,6,31,5964,https://x.com/hardmaru/status/2034501463838535995
294,Sakana AI,@SakanaAILabs,2026-03-19T05:24:54.000Z,"銀行業務にAIエージェントを実装する


https://
sakana.ai/mufg-ai-lendin
g-interview/
…

先日、Sakana AIと三菱UFJ銀行の「AI融資エキスパート」が、実案件での検証フェーズへと舵を切りました。プロジェクトの中心メンバー2名が、インタビュー形式でその技術的背景や取り組みの概要を語りました。",1,14,42,13134,https://x.com/SakanaAILabs/status/2034501346163073354
295,@graphtheory,@graphtheory,2026-03-18T20:56:55.000Z,"clanker cloud fixes this 
@tekbog",1,1,2,891,https://x.com/graphtheory/status/2034373504968364355
296,Peter Yang,@petergyang,2026-03-19T04:24:56.000Z,"This is what a modern slot machine looks like.

Except 100x more addictive",4,2,34,2793,https://x.com/petergyang/status/2034486251873821125
297,Yuchen Jin,@Yuchenj_UW,2026-03-19T04:18:24.000Z,"Guys, SF is a magical city.

Today, a beautiful Wednesday, I had a 4:30pm meeting with a friend at a café… it was closed.

We walked 10 blocks, every café was closed. Finally found Blue Bottle, it closed at 5:30.

Can some YC company please build what SF people actually want?",99,16,707,56511,https://x.com/Yuchenj_UW/status/2034484608063209530
298,Aaron Levie,@levie,2026-03-19T04:16:47.000Z,"Had meetings and a dinner with 20+ enterprise AI and IT leaders today. Lots of interesting conversations around the state of AI in large enterprises, especially regulated businesses. 

Here are some of general trends:

* Agents are clearly the big thing. Enterprises moving from",56,54,389,48124,https://x.com/levie/status/2034484203522261293
299,Peter Yang,@petergyang,2026-03-19T04:05:39.000Z,Never could I have imagined that I'll be writing blog posts via the terminal one day,1,,4,1357,https://x.com/petergyang/status/2034481402100814063
300,Ali Bey,@alibey_10,2026-03-18T16:17:24.000Z,"particle typography

npx shadcn add @componentry/cursor-driven-particle-typography",8,21,232,11294,https://x.com/alibey_10/status/2034303164141179388
301,Ivan Zhao,@ivanhzhao,2026-03-19T03:49:55.000Z,The thinking behind re-designing Notion page styles.,2,3,68,10551,https://x.com/ivanhzhao/status/2034477441473724846
302,Ksenia_TuringPost,@TheTuringPost,2026-03-18T23:27:20.000Z,"At this nerdiest of all nerdy sessions , Jeff Dean said he doesn’t think we’re running out of data.

“I think there’s still an enormous amount of data in the world that we haven’t really used yet for training these models. We train on some video data, for example, but there’s a",3,19,92,13751,https://x.com/TheTuringPost/status/2034411360302567803
303,OpenArt,@openart_ai,2026-03-18T21:40:45.000Z,"Today, we’re launching a new way to create with AI.

With OpenArt Worlds, you can generate a fully navigable 3D environment from a single prompt or image, step inside it, and capture shots exactly the way you envision them.

No more starting over.
No more inconsistent scenes.",100,678,1900,2237966,https://x.com/openart_ai/status/2034384539435626981
304,Ethan Mollick,@emollick,2026-03-19T03:14:55.000Z,"We need guides through the inevitable bout of AI psychosis that affects professionals after they finally “get” AI. They often engage in intense, sleepless & impossibly complex projects in their area of expertise, with only AI for company. Its usually temporary & can be productive",43,30,320,20185,https://x.com/emollick/status/2034468631594390015
305,Brianne Kimmel,@briannekimmel,2026-03-19T00:12:50.000Z,"Hosting some unexpected, quirky, uniquely SF experiences over the coming weeks. 

If you're new to the city or want to meet new people outside of work, please DM me.",20,8,173,11243,https://x.com/briannekimmel/status/2034422811134242839
306,Peter Yang,@petergyang,2026-03-18T14:30:26.000Z,"Here's my new tutorial on how to get the most out of Gemini in Sheets, Docs, Slides, and Drive with 5 real use cases:

→ Sheets: Researching kid summer camps
→ Sheets: Building a Bay Area family budget
→ Docs: Planning your next vacation
→ Docs & slides: Generating a script",3,8,64,17024,https://x.com/petergyang/status/2034276243286421983
307,Peter Yang,@petergyang,2026-03-19T02:29:39.000Z,"Screw the haters, I am long 
@figma",28,2,81,10289,https://x.com/petergyang/status/2034457243572469939
308,Seth Bannon,@sethbannon,2026-03-19T00:10:25.000Z,"Israeli terrorism is out of control.

The US shouldn't support a country that allows this.",18,160,593,27035,https://x.com/sethbannon/status/2034422203723526630
309,sarah guo,@saranormous,2026-03-18T19:59:51.000Z,"ICYMI, last week’s No Priors:
Notion founder 
@simonlast
 on the company’s expanded vision, given rapidly growing ai capabilities",4,4,21,9855,https://x.com/saranormous/status/2034359147345661993
310,Jerry Liu,@jerryjliu0,2026-03-19T01:21:15.000Z,"One of the biggest requirements for document OCR is visual grounding, and frontier models (gemini, opus, gpt-5.4) suck at it by default.

In other words they don't have a great sense of the positions of things on a page.

We've made massive strides in making sure our models are",8,19,129,9704,https://x.com/jerryjliu0/status/2034440027661566175
311,sisyphus bar and grill,@itunpredictable,2026-03-19T00:54:09.000Z,duality of man,,,4,417,https://x.com/itunpredictable/status/2034433210331836553
312,Alex Atallah,@alexatallah,2026-03-19T00:24:26.000Z,"I watched the Dune 3 teaser in a Slack embed where I didn’t know if it would be fake or not.

I genuinely couldn’t tell until the soundtrack picked up, which was too unique and unsettling to be AI-generated.

These glimpses of originality are now so valuable!",1,,6,719,https://x.com/alexatallah/status/2034425729681920174
313,Alex Atallah,@alexatallah,2026-03-19T00:27:57.000Z,,,,,495,https://x.com/alexatallah/status/2034426616986902679
314,Ryan Nystrom,@ryannystrom,2026-03-18T22:53:26.000Z,"Send button auto sends, stop button transcribes but doesn’t send. 

Shipping in Notion web/desktop in a minute btw. Already on mobile.",4,1,15,4313,https://x.com/ryannystrom/status/2034402829255807163
315,Daniel San,@dani_avila7,2026-03-18T23:40:50.000Z,"Claude Code 2.1.79 ships Remote Control from VSCode

I check the extension every few weeks to see how it's progressing

I know It moves slower than the CLI, the VSCode API sits between your project and the Claude Agent SDK, and that layer adds complexity

But remote control just",15,13,170,22126,https://x.com/dani_avila7/status/2034414759093604456
316,Peter Gostev,@petergostev,2026-03-18T23:23:49.000Z,"There's worry that people will stop using their brains with LLMs, but managing several AI agent threads in parallel has been some of the most cognitively intensive work I've done in years",75,71,847,23863,https://x.com/petergostev/status/2034410476814135526
317,Abhishek Nagaraj,@abhishekn,2026-03-18T21:39:09.000Z,"I'm very bullish on the role of AI qualitative interviewers, but all the results from this exercise should have a big asterisk around what the specific sample is and what it says about AI in general.

Who are these 81k users around the world that are responding to this call? Is",11,11,93,21097,https://x.com/abhishekn/status/2034384135821959332
318,Ethan Mollick,@emollick,2026-03-18T23:14:44.000Z,"Heygen’s APi documentation is a glimpse of how to write for your two audiences: humans and agents.

(though I think their llms.txt file could do a lot more to get AIs “excited” to use their product in creative ways by explaining some stuff in English, rather than just tech specs)",14,14,91,12545,https://x.com/emollick/status/2034408188133728379
319,Zechen Zhang,@ZechenZhang5,2026-03-18T23:13:47.000Z,"Added Skill #0, the autoresearch skill that orchestrates all domain AI skills for training, deployment, agentic systems and more!",,1,3,236,https://x.com/ZechenZhang5/status/2034407950404464950
320,Zechen Zhang,@ZechenZhang5,2026-03-18T22:47:03.000Z,"perils and promises of autoresearch, worth a read!",,1,5,947,https://x.com/ZechenZhang5/status/2034401223512674719
321,Mckay Wrigley,@mckaywrigley,2026-03-18T22:40:36.000Z,gpt-5.4 xhigh fundamentally changed how ambitious i am which is my new favorite benchmark,27,14,363,24381,https://x.com/mckaywrigley/status/2034399600325587452
322,sam lessin,@lessin,2026-03-18T19:32:18.000Z,"Master of Bots for Slow? I am interested in hiring a 'master of bots' to work on software and bot stack at slow / build internal (and maybe external apps, etc) with me.  This isn't a for sure role, but I am for sure interested -- application below...",9,9,53,9799,https://x.com/lessin/status/2034352211355169023
323,Jonathan Wegener,@jwegener,2026-03-18T21:49:32.000Z,LA tech folks -- join us!! Especially if your'e an OpenClaw and productivity nerd,2,2,15,2143,https://x.com/jwegener/status/2034386749473108095
324,Tareq Amin,@TareqAmin_,2026-03-18T22:32:28.000Z,"Attended 
@nvidia
's #GTC2026 this week and left more convinced than ever we are on the right path.

Jensen’s focus on inference, full-stack systems, and AI-native architectures confirms it: the shift is happening now.

At 
@HUMAIN
, we’re scaling one of the largest inference",4,8,41,2472,https://x.com/TareqAmin_/status/2034397554486771767
325,billboard pro,@billboardpro,2026-03-18T21:23:01.000Z,"BMG Sues Anthropic, Entering AI Copyright Battlefield: ‘Egregious Law-Breaking’",,20,39,1600,https://x.com/billboardpro/status/2034380073248145620
326,Yusuf Mahmood,@YusufSMahmood,2026-03-18T20:57:50.000Z,"""Data centers are draining our water"" is the new ""plastic straws are destroying the ocean."" It's a hoax, and many people pushing it know it's not true. 

At AFPI (
@A1policy
) we wrote a piece breaking down the numbers:

1) Data centers use very little water
> Somewhere between",40,80,335,35403,https://x.com/YusufSMahmood/status/2034373739056333180
327,elie,@eliebakouch,2026-03-18T21:54:40.000Z,"cursor pretrain from scratch 1T total 20B active moe open weight model, hybrid with sparse attention (DSA) and linear attention layer (GDN) (ratio 5:1) optimized for 2M context length, serving on blackwell B300 and sota on cursor bench.

(i have 0 insider info this is totally",11,10,310,44237,https://x.com/eliebakouch/status/2034388041209610409
328,Ivan Fioravanti ᯅ,@ivanfioravanti,2026-03-18T14:40:24.000Z,"I'm becoming a real Droid fan now! 
Here we have Calude Code vs Droid in Lego San Andreas glm-5-turbo edition!

- 0-shot
- same prompt, same model, same reasoning
- stealing vehicle doesn't work in cc version
- time of the day simulated in Droid version! Look at the image!",15,11,118,11938,https://x.com/ivanfioravanti/status/2034278754319499468
329,Alvin Sng,@alvinsng,2026-03-18T20:56:57.000Z,"24 hours ago, I posted this article about 
@FactoryAI
's take on React's useEffect which has surpassed 1.7M views and is still growing.

This caught the attention of numerous execs, startup founders, and even the React core team. It has sparked a conversation about a paradigm shift",8,10,220,62604,https://x.com/alvinsng/status/2034373515416313998
330,Trevr is hiring DM me!,@whatdotcd,2026-03-18T21:40:24.000Z,"I'm gonna be hosting 
@clawcon
  LA with 
@msg
 and 
@jwegener
 

come hang!",14,7,82,6800,https://x.com/whatdotcd/status/2034384451573055825
331,Amjad Masad,@amasad,2026-03-18T21:30:13.000Z,“The best seller at Replit had previously never sold a day in his life.”,3,9,139,15225,https://x.com/amasad/status/2034381885129073018
332,Magomed Kurbaitaev,@kurbaitaev,2026-03-18T16:20:40.000Z,"Vibe-coded an app on Replit to track what’s actually happening in Dubai’s property market.

My timeline was flooded with takes about how the market is “cooked.”
Even CZ reposted a site claiming “huge drops.”
So I checked it myself:

Aggregated multiple data sources

Built a",13,9,46,17544,https://x.com/kurbaitaev/status/2034303987466580243
333,Amjad Masad,@amasad,2026-03-18T21:20:41.000Z,More than just the MRR this is impressive growth rate — can compound quickly!,10,3,113,17420,https://x.com/amasad/status/2034379488948269379
334,Josh Pigford,@Shpigford,2026-03-18T20:23:36.000Z,"ugh. fine. i'll drop TWO macOS apps.


https://
clearly.md - simple markdown file viewer/editor (with quick look!)

https://
chops.md - AI agent skills organizer and editor

both open source. both very early. both very much welcome feature requests + PRs!",29,21,526,30030,https://x.com/Shpigford/status/2034365122638954924
335,Ben Tossell,@bentossell,2026-03-18T21:15:21.000Z,"love to see native 
@droid
 support in 
@openclaw
 

h/t 
@vincent_koc",4,2,20,1580,https://x.com/bentossell/status/2034378147680940150
336,Replit ⠕,@Replit,2026-03-18T20:51:43.000Z,"$20,000 up for grabs.
4 weeks. 4 winners.

We’re launching the Agent 4 Content Challenge.

Build something.
Film it.
Post it.

That’s it.

Link below ↓",39,56,516,73163,https://x.com/Replit/status/2034372199319011645
337,Amjad Masad,@amasad,2026-03-18T21:09:14.000Z,March madness $10k challenge for college students!,5,3,58,13546,https://x.com/amasad/status/2034376605808914839
338,elie,@eliebakouch,2026-03-18T20:47:37.000Z,beautiful (and open) scaling laws!,,4,61,6732,https://x.com/eliebakouch/status/2034371165913776205
339,Lenny Rachitsky,@lennysan,2026-03-18T20:46:49.000Z,So much vibe-coding happening,9,3,47,8629,https://x.com/lennysan/status/2034370964230922575
340,terminally onλine εngineer,@tekbog,2026-03-18T20:41:57.000Z,"if the global economy and the supply chain gets disrupted i dont think we are getting the data centers up

AGI officially delayed",16,8,146,7857,https://x.com/tekbog/status/2034369739485855949
341,Daniel San,@dani_avila7,2026-03-18T20:40:03.000Z,"This is completely out of control… but it’s a fascinating challenge

GitHub wasn’t built to handle this avalanche of agent-generated PRs, issues, and discussions

And as adoption grows, this will only get worse.

One thing is clear for me… no human can review this volume of",7,4,12,3476,https://x.com/dani_avila7/status/2034369263494963477
342,Daniel San,@dani_avila7,2026-03-18T20:39:59.000Z,"This is completely out of control… but it’s a fascinating challenge

GitHub wasn’t built to handle this avalanche of agent-generated PRs, issues, and discussions

And as adoption grows, this will only get worse.

One thing is clear for me… no human can review this volume of",6,3,22,4054,https://x.com/dani_avila7/status/2034369246424166795
343,terminally onλine εngineer,@tekbog,2026-03-18T20:36:51.000Z,"decorum and civility will return 
this is the peak, it’s gonna swing back - as it always does

the hard times are about to hit",4,3,204,9187,https://x.com/tekbog/status/2034368456007770336
344,Percy Liang,@percyliang,2026-03-18T20:32:05.000Z,"In Marin, we are trying to get really good at scaling laws. We have trained models up to 1e22 FLOPs and have made a prediction of the loss at 1e23 FLOPs, which 
@WilliamBarrHeld
 is running.  This prediction is preregistered on GitHub, so we'll see in a few days how accurate our",7,40,335,30334,https://x.com/percyliang/status/2034367256277533100
345,Percy Liang,@percyliang,2026-03-18T20:32:05.000Z,"Here's the GitHub issue with all the details:

https://
github.com/marin-communit
y/marin/issues/1337
…
This is part of our Delphi suite, a ""modernized"" version of Pythia:",,1,13,3628,https://x.com/percyliang/status/2034367259150602676
346,Igor Kotenkov,@stalkermustang,2026-03-18T17:30:28.000Z,"Lol, my friend has just suggested OAI will be testing their Automated AI research interns on these challenges (announced as a series, not just 1)

Great idea, if true",2,5,85,13880,https://x.com/stalkermustang/status/2034321553752551859
347,terminally onλine εngineer,@tekbog,2026-03-18T20:22:41.000Z,"ram prices up
gas prices up
oil prices also up
im fearing for token prices bros",11,10,370,6213,https://x.com/tekbog/status/2034364892611043797
348,Zechen Zhang,@ZechenZhang5,2026-03-18T20:06:18.000Z,Yeah I've repeatedly said that even the authors themselves don't hold this prediction faithfully but the most funny outcome is the most probable,,,2,94,https://x.com/ZechenZhang5/status/2034360769261830149
349,Matt Shumer,@mattshumer_,2026-03-18T19:54:34.000Z,"Introducing UNSLOP!

Stop your AIs from generating SLOP.

For example, ask it to 'unslop landing pages'.

It'll generate hundreds of sites and find 'slop' patterns, then build a skill to make sure they are NEVER seen again.

Open-source!

Star it here: 
https://
github.com/mshumer/unslop",64,27,410,43780,https://x.com/mattshumer_/status/2034357815171813546
350,Matt Shumer,@mattshumer_,2026-03-18T19:54:34.000Z,"Even easier, just tell your agent:

""Clone 
https://
github.com/mshumer/unslop, read 
https://
github.com/mshumer/unslop
/blob/main/skills/unslop/SKILL.md
…, run unslop for YOUR_DOMAIN_HERE, review unslop-output/analysis.md and unslop-output/skill.md for specificity, and return the finished skill file plus the main repeated patterns you",5,4,29,10249,https://x.com/mattshumer_/status/2034357817524789500
351,Dylan Webster,@DylanPWebster,2026-03-18T19:31:14.000Z,"Awesome to see this out in the world! Very much looking forward to continuing our collaboration with Samuel Alber (
@EggsAndSam7
) and the 
@james_y_zou
 lab. More to come!",,2,3,1123,https://x.com/DylanPWebster/status/2034351942089179495
352,Mitchell Hashimoto,@mitchellh,2026-03-18T19:36:56.000Z,"Excited to share that I've joined Vercel's Board of Directors. Vercel is made up of builders and tastemakers that continually ship things that deeply impact how developers work: Next.js, AI SDK, v0, etc. I can't think of a more exciting place to be. Let's fucking ship. ▲

My",180,137,2400,299959,https://x.com/mitchellh/status/2034353376939614719
353,Damien C. Tanner,@dctanner,2026-03-18T17:16:27.000Z,,2,6,49,7584,https://x.com/dctanner/status/2034318024673464644
354,LlamaIndex,@llama_index,2026-03-18T19:13:07.000Z,"Context engineering is the new prompt engineering — and if you're building AI agents, you need to understand the difference and why parsing your data correctly sits at the heart of it

Andrej Karpathy put it well: context engineering is ""the delicate art and science of filling",7,23,101,6837,https://x.com/llama_index/status/2034347384973762694
355,terminally onλine εngineer,@tekbog,2026-03-18T19:10:43.000Z,when i have a billion things to do that i signed up for,3,6,107,1988,https://x.com/tekbog/status/2034346780830375995
356,TechCrunch,@TechCrunch,2026-03-18T17:56:38.000Z,"Patreon CEO calls AI companies’ fair use argument ‘bogus,’ says creators should be paid",20,103,399,20354,https://x.com/TechCrunch/status/2034328137643982893
357,Jerry Liu,@jerryjliu0,2026-03-18T18:55:14.000Z,"We've massively improved our document layout capabilities in LlamaParse 

This means that our document OCR engine lets you get insanely detailed bounding boxes over really complex multimodal documents, like the research poster shown below. 

A core requirement for any agentic",4,9,33,3056,https://x.com/jerryjliu0/status/2034342882795225472
358,Lenny Rachitsky,@lennysan,2026-03-18T18:44:21.000Z,"A non-technical designer turned 300+ of my podcast transcripts into an RPG game.

You explore an 8-bit pixel world, meet guests like 
@bchesky
 
@nikitabier
 
@ElenaVerna
 
@zoink
, compete with them to test your product knowledge, and capture them like Pokémon.

SO FUN. And surprisingly",25,16,234,14439,https://x.com/lennysan/status/2034340146204831993
359,Justine Moore,@venturetwins,2026-03-18T18:36:56.000Z,"I love how it starts every project by creating a design system to ensure consistent fonts, colors, and styles.

You can chat with the agent to change the vibe & it automatically updates everything for you.

Or you can pull in an existing design system…",2,1,18,6360,https://x.com/venturetwins/status/2034338280066723948
360,Nidhi,@nidhi_gkr,2026-03-18T18:26:49.000Z,Anyone from Berkeley going to gtc tmr,1,,,237,https://x.com/nidhi_gkr/status/2034335732991701494
361,Parv,@ParvSondhi,2026-03-18T18:14:21.000Z,"Ooh excited to share what i'm building soon. here is a sneak peek.

Honestly a brilliant and strategic move by 
@lennysan
 to open up his data like this. 

You take the man out of PM'ing but can take PM'ing out of the man",1,2,9,4385,https://x.com/ParvSondhi/status/2034332597174911145
362,Ben Tossell,@bentossell,2026-03-18T18:16:25.000Z,how is every workspace the first for ai agents,8,1,21,2949,https://x.com/bentossell/status/2034333113979978191
363,terminally onλine εngineer,@tekbog,2026-03-18T18:15:42.000Z,“please dont look at how dated iPhones are compared to other phones”,6,1,36,3375,https://x.com/tekbog/status/2034332934094950876
364,terminally onλine εngineer,@tekbog,2026-03-18T18:13:52.000Z,silicon valley in shambles,4,3,73,3555,https://x.com/tekbog/status/2034332472255926287
365,Yuchen Jin,@Yuchenj_UW,2026-03-18T18:12:33.000Z,"“Dobby runs my entire house over WhatsApp.”

Andrej Karpathy is running OpenClaw like Tony Stark runs JARVIS.",28,45,786,34219,https://x.com/Yuchenj_UW/status/2034332140507418836
366,Amjad Masad,@amasad,2026-03-17T06:17:33.000Z,When one of our users makes money on their apps I feel as excited as if it was me making my first $ on the internet.,50,36,1000,58941,https://x.com/amasad/status/2033789817331585178
367,Andrej Karpathy,@karpathy,2026-03-18T17:31:45.000Z,"Thank you Jensen and NVIDIA! She’s a real beauty! I was told I’d be getting a secret gift, with a hint that it requires 20 amps. (So I knew it had to be good). She’ll make for a beautiful, spacious home for my Dobby the House Elf claw, among lots of other tinkering, thank you!!",417,724,15000,699548,https://x.com/karpathy/status/2034321875506196585
368,Andrej Karpathy,@karpathy,2026-03-18T17:47:57.000Z,(link to blast from the past),5,29,490,114083,https://x.com/karpathy/status/2034325950310355072
369,Andrej Karpathy,@karpathy,2026-03-18T18:01:37.000Z,"Ugh X breaks time links, it’s at 26:17",15,4,240,47758,https://x.com/karpathy/status/2034329390377762848
370,Jack Clark,@jackclarkSF,2026-03-18T17:59:34.000Z,"Very proud of this research from The Anthropic Institute - we used Claude to survey ~81,000 people about their hopes, fears, and thoughts about AI. Check it out!",30,55,476,43123,https://x.com/jackclarkSF/status/2034328875019497478
371,Jack Clark,@jackclarkSF,2026-03-18T17:59:36.000Z,"If Claude were a person, and each conversation took half an hour, Claude would have been “in conversation” with the world for ~40,000 hours, or 4.6 years. ~15 years if you allow for sleep, weekends, holidays, and some downtime.",1,,16,1553,https://x.com/jackclarkSF/status/2034328884498285009
372,Jack Clark,@jackclarkSF,2026-03-18T17:59:37.000Z,"So as I am reading quotes from these interviews and understanding the topics people have spoken to Claude about, I find myself thinking: the stakes are high and we need to work really hard at measuring Claude’s properties to ensure it is having a beneficial influence on people.",4,2,25,1553,https://x.com/jackclarkSF/status/2034328886255751300
373,Chris Park,@chrisparkX,2026-03-18T17:58:00.000Z,"Platform Health is existential 
@X
. We will stay relentless across every potential vector.",5,5,105,3144,https://x.com/chrisparkX/status/2034328481182499009
374,James Zou,@james_y_zou,2026-03-18T17:53:35.000Z,"Wouldn’t it be great if AI tells us new insights that we have missed in our data? 


@EggsAndSam7
 explains how CellVoyager does this while improving reproducibility",,1,16,2731,https://x.com/james_y_zou/status/2034327370136731932
375,elie,@eliebakouch,2026-03-18T17:53:26.000Z,it's really exciting to see openai contributing $1M in compute and a new speedrun environment. this is also a nice benchmark for frontier model,1,5,123,11243,https://x.com/eliebakouch/status/2034327333469917670
376,Dan Wolchonok,@danwolch,2026-03-18T17:45:34.000Z,"What if Granola and 
@lennysan
 had a baby? That's what I built into Work Coach. World class insights personalized and delivered when most helpful.",6,6,46,13689,https://x.com/danwolch/status/2034325352126857635
377,Amjad Masad,@amasad,2026-03-18T17:40:04.000Z,"“Growing up in Jordan, Haya Odeh loved colors. She has vivid memories of coloring and shapes as a child. Today, she’s the co-founder and VP of Design at Replit, one of the world’s most widely used platforms for software creation.”",13,16,292,16378,https://x.com/amasad/status/2034323969885831517
378,Richard C. Suwandi,@richardcsuwandi,2026-03-18T09:50:32.000Z,"A really interesting idea to use a two-loop architecture for autonomous AI research. The inner loop runs rapid experiment iterations, while the outer loop synthesizes results & steers direction. 

Essentially an AI that manages its own research agenda end-to-end. Pretty wild",,3,8,1305,https://x.com/richardcsuwandi/status/2034205806066069738
379,elie,@eliebakouch,2026-03-18T17:30:17.000Z,"new 1T+ parameter model from 
@XiaomiMiMo
, support 1M context length thanks to 7:1 hybrid sliding window attention!!",3,7,81,7368,https://x.com/eliebakouch/status/2034321504779809067
380,Yuchen Jin,@Yuchenj_UW,2026-03-18T17:29:54.000Z,"OpenAI just dropped a training challenge:

Train a <16MB language model in 10 minutes on 8×H100s and minimize held-out loss on a fixed FineWeb dataset.

Basically NanoGPT Speedrun. They’re sponsoring $1M in compute.

I can summon my autoresearch army to win it… if I have time.",37,62,951,77847,https://x.com/Yuchenj_UW/status/2034321411339391316
381,elie,@eliebakouch,2026-03-18T17:20:24.000Z,minimax M2.7 seems to be trained on/for autoresearch pipelines. example on how the RL team is using it,2,7,107,6575,https://x.com/eliebakouch/status/2034319018895483143
